source_doc_id,source_title,topic,dup_text,hardness
2712,Alatoconchidae,biology_medicine,alatoconchidae an that lived extinct is prehistoric family in the early to middle permian period genera belonging are characterized by shell is compressed in the of sizes reached dorsoventral species direction as some much as long it is some got energy from chemosynthetic bacteria occurrence records of alatoconchidae are known from middle they to permian are in the shallow marine across separated areas such as croatia tunisia oman afghanistan iran malaysia philippines japan alaska and japan south named china shikamaia after history in palaeontologist shikama is described but due to its shape and fragmentary fossil preservation it was originally classified alatoconchidae incertae the as animalia was family sedis created in and included genus alatoconcha morphology according to form of shikamaia perakensis shell is compressed in anterior-posterior and is the elongated in the dorsal direction the posterior half of shell consists only of the wing-like flat flanges which have compressed cross-section its modern cardissa close like feature corculum cardiid it is theorized that one of the genus in family shikamaia formed symbiotic relationships with photosynthetic or chemosynthetic was for corculum like it sustenance microbes originally believed have shell layer and their optimal depth was in the lower part of euphotic zone this algae is suitable for so association zone with photosynthetic microbes is however studies showed that of shikamaia was opaque rejecting the previous hypothesis are odorous black and the known and oily from the lime mudstone facies it suggests that shikamaia possibly pumped up seawater that contain hydrogen sulfide from soft the deeper chemosynthetic nourish bacteria layers within like modern lucinid bivalve the growth pattern of shikamaia akasakaensis is known as they grow they develop body posterior cavity increase elongated shell an to extinction alatoconchids went extinct in end of guadalupian period probably to capitanian mass extinction event this event ocean sudden fluctuation of drastic acidification temperature seawater and anoxia based on the theory that they symbiosis with photosynthetic microbes temporary temperature drop of seawater the kamura the photosynthetic which compromised microbes killed the photosymbiotic systems and caused extinction however later study that theory because it is unclear whether kamura cooling climatic actually example inconsistent event for the conodont isotope records still drastic fluctuation of seawater temperature in the interval from the latest guadalupian to enough ocean kill alatoconchids earliest to acidification probably and,medium
3482,Palazzo Compagni,history_war,the or palazzo palazzo cresci via palazzo is on compagni in florence history it was built tower-house by the from end the florence in of th they after the century bufalini then known as via santo gilio to the wool very trade family many in the mid positions the became th century they replaced their tower with grand palazzo in against of members accused one the the was fraud republic florence to period decline for the family the passed the the and libri alessandrini family then to marzi-medici finally and in the mid century to braccio compagni descendant of chronicler the the rossi in del palazzo's zanobi compagni interior family redesigned th century giving it its present appearance it was bought rich the francis joseph and son sir by british librarian sloane of an expatriate scottish banker sloane was the owner of provided most for the careggi medicea di and of funding the new topped fa ade for santa croce basilica the palazzo's owners family bouterline next italian bank the the and the family the italian national bought in and took on vittorio it redesign repair regional thus to it and became florence during the world it underwent several postwar restorations the last ended of is has the floor of exterior in design several cinquecento-style kneeling literally kneeling with doorways topped with balconies the windows apart of circular from pediments surmounted the floors are the century top floor which has baroque chambranles its decoration typically and is background carved florentine the white on pietra serena in compagni coat of is at the centre of the fa cresci survives in small the arms coat still to ade right interior despite several alterations to its interior one of much few in have the florence interior its palazzi furniture empire style decoration frescoes stuccowork and main doorway opens into rosso by with zanobi del courtyard again an loggias several with finestre inginocchiate open to sky courtyard is by coloured glass century ulisse matteis de ceiling the installed in project allowed this space to be turned into reception area at ground are the sculpted masks the cornice the corners two floor rooms white stuccowork typical of the early and mid,hard
11047,Nami Matsuyama,sports,is japanese badminton player from saishunkan team she was was girls' doubles gold medalist at the world junior championships in bilbao spain partnered sayaka hobara matsuyama won her first senior international title in smiling fish tournament with chiharu shida achievements bwf world junior championships girls' asian junior girls' doubles bwf world titles runners-up bwf world tour which announced on march and implemented in elite badminton tournaments sanctioned by the badminton world federation bwf the bwf world tour into levels world tour finals super super super super and the tour super women's doubles bwf international challenge series title women's doubles bwf challenge tournament bwf series tournament bwf future series tournament references links births people sportspeople from fukuoka prefecture japanese female badminton players badminton at the asian asian games bronze japan asian games medalists medalists at the asian games,easy
7186,Billy (dog),history_war,billy scenthound large originating central the from western france description billy may be pure white off-white or gray sometimes with orange or lemon spots the coat head harsh short smooth and and the to touch weight is between and lbs and height is at the shoulder for and cm females internationale cynologique the dog suggests should ration the gallop easily in its movement the standard for the breed was established in the billy is not small house lot suitable of needing for exercise and being difficult restrain and extremely fast historical record and use the billy was created by monsieur de rivault in th the gaston hublot taco century and was named home the ch teau de billy in poitou billys were created by combining larrye of poitevin the strains original ceris the whereas the modern poitevin closely resembles and the tri-coloured larrye line rivault was more drawn to the colours montemboeuf lines the associated with paler and colouration was major determinant when selecting stock the was dispersed and the faced only two world conflict about ii however set de anthony rivault's son reviving the breed by judicious use of the poitevin porcelaine and the harrier the billy one of the in of development used breeds the foundation the grand anglo-fran blanc et orange in the late century the billy remains although there are several its deer packs to native used roe hunt and packs to hunt wild boar see also dogs portal list of dog breeds scenthound scenthound group world david hound the bibliography references of alderton hill press shrewsbury cunliffe juliette the encyclopedia of parragon cynologique billy retrieved dec bruce the encyclopedia of the hancock publishing york dk hounds dog david hunting by scent the crowood ltd marlborough fci breeds rare dog breeds scent dog breeds originating in france,medium
6468,Yun Nam-han,sports,he competed korean nam-han south born is yun november sprinter in men's metres at the summer yun attended sungkyunkwan july men's was metres part relay of the the set which south korean national record of along sim deok-seop jeong yu he at system broadcasting korean the set cup june in the new record of seconds in the men's beating previous he of by the again set ku seconds new record national record the following year improving to seconds nd national achieved that record field in track ju-il when son until time seconds the national track and meet by at the st festival metres in october korean came place men's the in with time of seconds by was in mandatory military service nd national and and corps at armed athletic korea assorted meet births living people field summer south korean male sprinters alumni olympic of missing beating sungkyunkwan birth place for athletes university south korean people,hard
7138,10 Bold,sports,bold australian digital television multichannel owned by network it originally launched on march as one hd with broadcasting sports-based programming and events but rebranded to one in april to more reality scripted and adventure-based programming aimed males between the ages of and october the channel now primarily broadcasts dramatic programming aimed towards viewers older the relaunch of hd on march it reduced standard-definition broadcast for years september am when it switched to hd history format channel the channel commenced broadcasting as one on march pm melbourne due to live coverage australian football league pm in sydney brisbane adelaide the channel owned by network ten featured nonstop sport content live sport sports documentaries and sports-themed one initially broadcast in high definition digital channels with standard-definition simulcast digital channel as one sd or one digital at launch one one replaced previous ten hd service standard-definition ten hd hd called tensd one hd began broadcasting on macquarie media group's owned and southern cross ten regional television stations on digital channel at pm on july tasmania broadcast it until july and mildura broadcast it until december the simulcast on digital channel was reallocated for ten's standard-definition digital multichannel eleven now peach on december in in preparation its launch january as result channel's high definition simulcast was moved channel replacing the standard-definition simulcast in channel dilute all-sport format to include adventure-themed reality programming such as ice road truckers and black gold and weekly feature-length movie or documentary but not limited sporting theme in april it revealed that would shift to more broad general entertainment channel aimed younger male demographic still featuring sports sports entertainment channel it confirmed on april that due to unsupportable overheads associated with running the station as an all-sport one hd would begin air more general entertainment programming alongside sport particularly aimed at an older male audience would also be rebranded as as one the changes were intended make channel greater competitor against mate which has scope and took place on one's updated schedule included factuals such as everest beyond limit extreme fishing with robson green airline long way ice road truckers an idiot abroad cops dramas such as lights out sons anarchy burn notice breakout and psych films such as the last king of scotland later babylon ad jarhead pitch black doom hitman,easy
6027,Mozambique national cricket team,sports,team the is men's national the that cricket represents mozambique international are administered by mozambican cricket association which became international cricket council icc member as affiliate are member associate they an an mozambique is member of cricket mozambique national cricket team competed in the world league africa region world cup twenty historical championship an record the icc mozambique affiliate of international cricket council in and an associate member in when the affiliate status was over came following cricket debut the their international they played in the african affiliates championship which was the first stage of the cup would finish in mozambique as after rwanda th defeating only place member of the cricket in the world cricket league africa which is over for african countries that icc this member aren't they for full edition competed in the third division as they drawn to meet sierra morocco and the opening match leone six wicket out win they opposition after scored for only in return kaleem shah top with to give the first up victory kaleem shah the of the next game tournament the century in against morocco get team to from overs morocco in return could only muster of with shah being saw the game group best bowler mozambique the win the match against rwanda runs to finish on top pool in the semi-final stage they took ghana the patel bowling and to with wickets help in getting the team the final in the game of the top shah top in the in final run scoring the victory with him move mozambique to the next division division two held in tanzania with five teams competing for spot for compete in mozambique against had division to botswana nigeria present april the icc to twenty international status to all its therefore all twenty matches between icc january mozambique other since members played have been full matches mozambique played first november against malawi during the kwacha they lost by three two world wickets left historical with record tournament cricket division five th place world cricket league division three st division two place division two th place lists players all this the current squad have mozambique,medium
7735,All the Pretty Girls (Vera Blue song),technology,october the all by vera is singer blue released australian lead single from her forthcoming third is the music video was november and released daperis girls pretty was directed on the certified platinum in australia in january upon release told triple adding while she play the writing los that cheeky it's stereotypes whole judging book its cover it's kind of not but someone when someone to folk-inspired my you like vibe or you're like ooh that person looks like player-heartbreaker makes the meaning all girls girls general the cry' pretty all in all girls are pretty reception from triple called the song matthew summery of the powers' lady single continues that empowerment from the line fit said all the pretty girls' folk-inspired adding masked that into innoncence that play come influences the dreamy production plays off against blue's crystalline track listing charts release songs blue universal australia music references vera songs certifications singles,hard
6498,Wilbur Little,history_war,wilbur doc little march may american jazz known for playing hard bop bop post-bop little originally played piano but switched double bass after serving in the military in he moved to washington where he worked with sir charles thompson among others after that he in johnson's quintet from to also the bassist for the tommy flanagan trio he the netherlands in and there for rest of his life discography as sideman with tommy overseas prestige with hill easy to love steeplechase impressions steeplechase with freddie hubbard jam gems live left bank label with elvin jones live the village vanguard enja poly-currents blue note the element blue note coalition blue note with johnson columbia dial person columbia jordan live in japan steeplechase flight japan steeplechase tivoli one steeplechase tivoli two steeplechase wait and see steeplechase with lee oleo sonet with junior mance live at top atlantic with horace parlan parlan steeplechase hi-fly steeplechase roswell roswell rudd blown bone philips with archie shepp little red moon soul note randy weston live at five spot united artists external links biography at american jazz double-bassists male double-bassists th-century american musicians th-century double-bassists th-century american male musicians american male jazz births deaths,easy
6235,Members of the 1st UK Parliament from Ireland,history_war,of were is mps irish the this who co-opted from the former parliament of ireland to serve as members of st uk parliament from or there were subsequent by-elections seats representing at who ireland in this parliament the united kingdom came into existence on january so the all the westminster that are deemed from on date mps to the st united parliament was dissolved on june length of one year five months and seven days of by the party names only mps ireland of votes for candidates at by-elections are on walker party are based on used by stooks smith from differ many sources may and those other early nineteenth century irish mps not classified by party by stooks in some cases party label is smith by stooks used subsequent the for mp parliament is noted list below by constituency the is given in alphabetical order by constituency the county in for disregarded prefixes constituencies used determining alphabetical order but the county any borough or city constituency with the same name the of an parliament holder at was of the who not the dissolution in is given in italics when the date of election is in italics indicates by-election no mps place constituencies election for the took january which two members after the union the thirty two counties and the cities of and continued in two remaining which reduced the from office in mps to one there was drawing of which member served at westminster if one seat in the ireland remaining vacant was parliament continued the of in office if both seats were vacant then united kingdom by-election was to fill the vacancy notes and also from duration of kingdom english see list of parliaments of the united kingdom list of kingdom first parliament of kingdom references the parliaments of st published stooks edition smith henry by in three volumes second edition edited in one volume by craig political in ireland,medium
3867,Arminius,history_war,germanic of cherusci who ad bc the tribe was chieftain is best known for commanding an alliance germanic tribes at three which roman the forest in of the in battle legions under the command quinctilius were destroyed at teutoburg forest germania strategic precipitated magna roman from and modern empire's the historians regard one of rome's greatest defeats it prevented romanization peoples has rhine the east of considered it also germanic one of the decisive battles in history and point in the roman-friendly the of part prince cherusci in history arminius born faction of the tribe he learned latin and served in rank and distinction in eques of the which with after the great illyrian he was sent to germania aid the governor germanic publius local roman quinctilius of the varus in tribes while in this capacity arminius secretly plotted germanic revolt rule in which of ambush against roman and culminated the three roman legions in the teutoburg forest in the of fought general battle invasions the arminius in roman the retaliatory arminius's by germanicus in the of longi and the angrivarian wall and maroboduus germanic the marcomanni afraid deposed king arminius's of growing assassinated in ad he was in germanic for generations the historian roman the of liberator arminius designated in the as tacitus and commended him for roman empire to the peak of century during of in the its arminius the unification germany hailed by german nationalists as symbol of german unity freedom ii significance following world in germany diminished war due however his association with militaristic nationalism the th anniversary of victory germany was teutoburg the lightly in at commemorated only forest the etymology the latin name is unknown and confusion is him by created as further to contemporary who in scholars history marcus velleius paterculus him as arminius the of sigimer equestrian prince attained and he the of the only dignity states rank due to roman naming conventions of the time it him any name or upon case is in citizenship to not his germanic name tacitus the name instead appears to ultimately on at etruscan as and of appearing inscriptions found be volaterrae according to another that name was given to arminius translation the german armenia in service of as his for the,hard
6310,Noriko Tatsumi,history_war,is japanese known primarily her appearances in pink the first wave pink film tatsumi known as the first queen japanese sex movies title which held from through she most often appeared in films of world eiga cinema studios and is best known her work director ji seki especially whore culture shock she also appeared director seijun suzuki script-writer atsushi yamatoya's influential cult inflatable sex doll of wastelands life career made pink film debut in there is some discrepancy as to which film her debut some sources say that tatsumi's first film double docking aka two virgins while others claim that her debut was muddy uniform director shintaro kishi is usually credited launching tatsumi's career by giving her starring role in his double docking tatsumi's role that of woman who starts working in nightclub order to discover the mystery behind her sister's disappearance in the process she finds illicit ring muddy muddy uniform intended as juvenile delinquent film became pink film default because its abundant sex scenes another early film clutches tatsumi plays gold-digger who takes over businessman's enterprise nihon cinema's whore teamed tatsumi actress miki hayashi and director ji seki the film was suspense thriller tatsumi as woman plotting husband's death large inheritance tatsumi would continue work hayashi and seki throughout director toshio okuwaki's climax tatsumi plays the role woman engaged to rich her overly protective brother college student is against marriage cause no problems in exchange for loan his sister's when he later comes to the conclusion that he has betrayed his values he murders sister the weissers in their japanese cinema encyclopedia the sex films judge the film better than okuwaki's more typical later and conclude it's not great but least this movie manages be unique within its grim view of life screenwriter atsushi yamatoya's directorial debut inflatable sex doll the the wastelands is hallucinogenic film-noir-style satire which became one the major cult films the plot involves businessman whose whose girlfriend is raped killed by by four men when men send the businessman film the crime he complains about film's poor cinematography while practising shooting targets desert businessman hires private detective to track down criminals private investigator discovers the not dead involved sexual liaison her then she again killed,easy
1049,Wacław Struszyński,history_war,aw was ski struszy engineer electronics wac polish who made vital to the defeat of in the battle of atlantic he designed exceptional radio antenna effective enabled frequency high which radio direction hf to be installed on navy convoy escort ships such direction systems were referred to as hf df to huff-duff and or enabled of u-boats bearings determined when the u-boats made high frequency radio transmissions early life struszynski was born in wierusz now his youth spent in moscow he in but the family returned to poland in he received his master's degree in engineering dipl ing at the technology of the and joined warsaw in university polish state telecommunication where he became head of the direction finding division when poland was invaded in and warsaw from was evacuated england in he struszynski's father chemist professor marceli struszynski the warsaw university of technology during the second world conflict he fuel the worked used the in resistance polish the rocket world conflict radio direction finding u-boat tracking in world war ii the u-boat wolf packs in frequency which range long by radio were was by the reflection signals from the ionosphere german radio signals were decoded at park in england and intelligence the when of intentions this termed the convoys could be to avoid them however the convoys always had be prepared for possible attacks an need urgent ships was for convoy there know bearings of u-boats by determining the direction of the of their radio transmissions the technical problems high-frequency direction were system of finding realising seaborne severe in comparison to those of based this was mainly due to detrimental effect of radio signal severe cause from could reflections which the superstructure errors in the required of u-boat bearings key to an operational system was the design an effective extremely was antenna finding seaborne an direction which difficult struszynski's on his arrival in england struszynski joined staff of hm signal school later called the establishment admiralty very short in he signal time not only proposed the problem of signal reflection but also introduced sense' into the to between radio correct to signals direction from those the arriving offset by he also led team at hm signal school that developed practical antenna enabled effective high systems installed finding navy be direction frequency royal convoy escort ships comprehensive account of the,medium
2487,"Summit, Utah",history_war,county unincorporated an east-central and community place iron in is utah united states the population was at history was the sits the it divide fact parowan on between that the valley and valley at first the around summit creek was the grazing north area samuel spring the parowan hulet in to and families moved summit farming and tending bees sheep and ward by organized was summit in lds cattle an july sylvanus hulet was its first bishop originally educating their children concrete was one-room in log it building later upgraded to then from to to two-room schoolhouse for students up to of census history demographics the there the were of as grade people living in the cdp there were housing units racial and was alaska the american indian makeup from white of some other race and from or more races hispanic its or climate any this climate the in the of were latino area has mild differences between highs and lows and there summit year-round adequate classification ppen rainfall to the is according has west abbreviated cfb climate maps see also list of references census-designated in in utah census-designated census-designated links places places in county utah,hard
1631,Sharon Green,history_war,sharon green july february american science fiction fantasy mystery and author biography green was born brooklyn york in to morris green esther bender green she attended high school brooklyn graduated degree new york university in green married three sons in green her husband and raised three sons andy brian and curtis as single mother highland park new jersey green moved to in and then florida in moved old bridge new jersey green died at the roosevelt care center thursday career green writing in high school she her early writings after her favorite writer robert heinlein before full-time author she worked in several industries including including as at shareowner correspondent assistant bar steel assistant sales manager at import green her full time writing career in her early works were marketed as similar to john norman's gor series but were actually intended as rebuttal to gor green said that she out first lampoon gor books by creating three-dimensional female characters and powerful female characters characters in similar fantasy settings throughout career she focused on writing strong female characters published works this selected list of published works her website reissued some of her older out-of-print books released several unissued series the blending convergence book of the blending november competitions book of the blending avon march challenges book three of blending avon may betrayals book four of the avon february prophecy book five of blending avon the blending enthroned series intrigues book one of the blending enthroned october deceptions book two of the blending enthroned april destiny book three blending enthroned eos april diana santee spaceways agent agent series science fiction series with later sequels released directly on green's website mind guest daw books re-released gateway to xanadu daw books re-released online newly restored scenes online sequels tanderon tristesse book one tristesse book two xanthia aysanne tildor cf publications restin cf publications absar cf publications gralling durell far side of forever series fantasy series far side forever daw books hellhound daw books hidden realms fantasy series the realms avon game's end avon april also part of silver princess golden knight series dark mirror dark dreams avon jalav amazon warrior series science fiction series the crystals mida daw books oath to to mida daw books chosen of mida daw books will of the gods daw books to battle the gods books lady blade lord fighter,easy
11353,Guerilla Opera,history_war,guerilla boston opera in opera company is an massachusetts founded in in accessible contemporary chamber several which have been by the in its artistic directors mike rojahn manager williams general its and were was aliana la guardia and its director design production was julia noulin-m rat guerilla opera performed in the boston where box conservatory at theater zack is resident ensemble its directors are noulin-m rat and aliana de guardia performs in boston productions september curtis say so it hughes by joe ain't from public records of states vice-presidential debate directed by nathan troup set design julia noulin-merat september of novella rojahn adapted rudolf the from by dog by mikhail directed by copeland woodruff set design julia noulin-merat by tlaloc lopez-waterman costumes by neil fortin vines directed wet nicholas perforated by september loose by jeremy bloom set by julia lights by christopher brusberg by neil fortin may bovinus rex by woodruff design set copeland rojahn by directed by julia noulin-merat lights tlaloc lopez-waterman costumes by neil fortin may giver of light adam roberts libretto adam julia roberts by directed design andrew eggert by noulin-merat lights by tlaloc lopez-waterman costumes by neil september no exit by vores directed by nathan troup set noulin-merat by lights design julia daniel by chapman costumes by lara de brujin gallo by ken ueno directed by sarah meyers set design by lopez-waterman noulin-merat and by costumes lights by tlaloc annie simon september let's make sandwich chamber rarebit by curtis hughes ouroboros by rudolf rojahn directed by and ty julia noulin-merat woodruff set design copeland lights video by tlaloc lopez-waterman by may pedr solis by per bloland libretto paul schick directed by by rettmer design by set julia noulin-merat lights daniel chapman costumes by fortin september troubled water by mischa salkind-pearl libretto frederick choi directed by allegra daniel lights design chapman by julia set noulin-merat costumes by neil may beowulf by hannah lash directed by andrew eggert set design by lights by by fortin october chapman perforated daniel neil nicholas vines directed by nichola o'leary set design julia lights by keithlyn parkman may by marti epstein the center national video animation by opera deniz america khateri lights by keithlyn parkman awards and recognition opera america grant arts best opera production boston classical troubled premiere see best boston review world also lyric opera,medium
5263,Immunoglobulin I-set domain,biology_medicine,vascular are i-set cell adhesion molecules found including several in vcam intercellular neural and mucosal addressin adhesion molecules as well jam junction adhesion domains also several as are in i-set other diverse protein families including several tyrosine-protein receptors the protein and adhesion the hemolin proteins telokin molecule twitchin the neuronal axonin- and the molecule semaphorin that is involved in axonal guidance adamtsl human this proteins angiogenesis alpk adamtsl containing and cadm ccdc cdon ceacam chl cntn cntn cntn cntn cntn esam fstl cxadr flt dscam dcc fgfr dscaml fgfr flt hmcn hnt hspg igfbpl igsf igsf igsf islr kazald kdr kirrel lingo kirrel lrfn lrfn kirrel cam protein kiaa cell lrfn lingo lrig lrig lrig lrit lrit lrrc lrrc lrrc lrrn lrrn mfap mylk myom mag mybpc musk mybph mybpc mdga lrrn myom mypn ncam ncam negr neo nexn nfasc nope nptn nt obsl opcml ntrk nrcam obscn is palld ntrk nrg papln pdgfra prodh ptk ptprd ptprf ptpsigma punc robo robo robo siglec unc ttn siglec sdk unc ror ror trio speg unc vcam wfikkn wfikkn references protein domains single-pass transmembrane proteins,hard
4614,Anders Svedlund,history_war,anders johan svedlund born mell sa died auckland new was swedish swedish born naturalized new zealand ocean rowing pioneer anders performed historic ocean by rowing society official guinness adjudicator for ocean rowing he he the first to row the indian ocean the first to row the pacific solo the fastest ocean rower his times rowing historic ocean rows two rows completed anders svedlund were unassisted and unsupported undertaken without water makers without sat phones without gps epirb liferafts conditions which are described ocean rowing society as not much different days of columbus defining historic ocean rowers as test pilots without parachute indian ocean in anders svedlund became the first row the indian ocean from kalbarri western australia to ankirikiriky near suarez madagascar taking days in boat called roslagen distance of miles nautical miles or km achieving average speed of knots mph or km it the fastest average speed achieved on any ocean up to date the ocean successfully crossed again by solo rower years overall speed record on the indian ocean only by team over years later in and has never been broken by solo despite the attempts undertaken in newly vastly technologically-advantaged boats svedlund's is second longest standing rowing record record of frank samuelsen george harbo anders svedlund's boat roslagen later renamed to waka moana was the fastest boat ocean rowing history history from when higher overall speed was finally achieved on atlantic ocean by the men team la mondiale higher speed by solo rower was achieved years later the relatively less challenging route atlantic ocean trade winds pacific ocean three years later in he became the first solo rower row on the pacific in same boat renamed to waka moana from chilie west samoa via tahiti the journey took him days covered miles nautical miles or km upon his arrival he he welcomed by marie-therese danielsson wife of bengt danielsson crew member on kon tiki raft expedition who wrote an article anders for pacific islands monthly april retrospectively titled anders the great pacific as that time there were many other attempts made to row the pacific that achievement anders could be compared approach expeditions svedlund seemed to care very little for records shunned all publicity and never kept log or wrote down the story his accomplishments after rowing across indian ocean he went straight back,easy
11889,Pyotr Gavrilov,history_war,january the gavrilov known officer was mikhaylovich as hero of the defense of brest fortress pyotr was an ethnic in command th rifle regiment of the he nd rifle july was on division taken captive by the germans after holding out for days and was captive until his release after may war after the the release of end from captivity he restored to the army the same rank but party membership was restored due to his card the captivity in membership and stay he was reassigned as the chief of for japanese prisoners of war in siberia in afterwards he krasnodar reunited in to moved was with he his first wife and adopted son whom he not seen the first day of the after sergey gavrilov's smirnov's was the book published in fortress party membership was he was awarded the order of lenin and title hero of the soviet union his in from he death lived in until in krasnodar at the address svetlaya street in the street was renamed gavrilova he died in january and buried notes deaths brest heroes in was of the soviet union recipients of order of lenin prisoners of soviet military personnel of world war war people tatar world of ii ii russia prisoners of conflict held by germany frunze military academy,medium
397,Jordan Gavaris,history_war,james is is best american gavaris jordan canadian he september known for his role as felix dawkins in the bbc lead he the america and black space series television orphan actor in the lake opposite julia stiles early life gavaris greek canada born raised father is and brampton was his immigrant worked for the toronto district school board before develop mother in his european descent canada toronto was born real she had career with the globe and mail he is snelgrove of school the secondary children attended mayfield living he was not allowed arts program career gavaris made feature film and opposite coates amanda michael kim debut madsen in canadian plummer in gavaris co-starred in cartoon network series unnatural gavaris bbc original in for black co-starred orphan the also drama america and canada's space in by playback panavision and the top canadian named fame film by television one being and ten to watch in won canadian screen award for best best actor won and constellation an for award supporting performance on august gavaris was announced the winner of the ewwy in gavaris drama best award series actor in for appeared supporting role in the film sea of trees directed by van and gus ken mcconaughey sant watanabe starring matthew and saw him co-star with lena olin in the arthouse maya in dardel festival sxsw reviews to at film favorable the the media the english accent gavaris employs as felix dawkins writer entertainment its not authenticity ross dalton noted being has has stated that he is not convinced that it not that michiel ross that people huisman gavaris he normal told his and maria doyle kennedy thought was english when lost the read-through after accent shocked has using affectation maria was the given me freedom as felix may not have otherwise found experience that the age far my to could been liberating the have so colorful for people my age it's real treat character dating experiment to actor get work personal had has gavaris and screenwriter since september the two married in in may citizen filmography of external an births american gavaris became links living people st-century canadian canadian male gavaris actors male film canadian,hard
11875,Elena Alistar,history_war,elena alistar-romanescu june was bessarabian physician politician who was part sfatul rii bessarabia she was the aunt of poet magda isanos biography alistar was born on june vaisal commune at time in ismail county romania now odesa oblast ukraine to some historical sources sources she was origin she born family of priest vasile lan her mother elisabeta lan she graduated school of congaz of cahul county and attended chi eparchial school there she young theologian dumitru alistar they married after while her husband became priest and she followed him since she worked as teacher in the such villages as leni ro rne ti cahul rezeni chi after her husband's death she encouraged by journalist mihai ntu for ia romania in she attended the medical faculty of the university university ia she was arrested nationalistic activity together with the the ciugureanu's group the group has claimed the need forced liberation bessarabia from russian influence she recruited the army as as military doctor she continued to practice costiujeni hospital near chi was member of the moldavian national party an mp from the cetatea alb county for sfatul rii she one of the women elected as mp and actively took part in political events that led bessarabia's unification romania on march she voted union of bessarabia with romania the other woman mp nadejda grinfeld was shot the romanian army for opposing such unification alistar founded the women's cultural league of bessarabia she was the of the people's party founded by mare al alexandru averescu who was also originally from babele near izmail budjak which was at time in the united principalities of moldavia wallachia now ukraine the newspaper new romania was founded headed by onisifor ghibu which have been published many articles signed by elena alistar in she established bessarabia the romanian women group she became famous for her activity romanian women orthodox society which operates under patronage mrs alexandrina cantacuzino after the soviet bessarabia and northern bukovina of june she fled to romania after short stay in ia she by the communist regime and sent the town pucioasa then in and in mbovi county where she died in years later she reburied at bellu cemetery in bucharest works elena alistar mi carea feminist din nceputuri realiz ri,easy
3497,Grigorije of Prizren,history_war,and grigorije serbian elder writer was the clergyman prizren region and was nobleman serbian until he monastic vows and received the monastic title of elder led monk the jakov serres he with of monastery of holy archangels in prizren the endowment of stefan du an and became the first hegumen and of teodosije monk mount grigorije hilandar athos for where they would write the svetog petra kori well as songs and services the saint it was the is that one thought he of prot of gregory and there exists indications that he is the so-called pupil danilov enik the author itija great started the work arhiepiskopa was which by danilo ii see also teodosije the one of the most important serbian writers in middle ages and monastery restored pavlou antonije agiou the baga lazar the fl the first known serbian and russian watchmaker pachomius serb fl s- of the russian miroslav siluan elder hilandarian gospel constantine the of kostenets cyprian metropolitan of kiev and all rus' gregory isaija the monk grigorije of gornjak atanasije scribe serres jakov sudi raj of in of romylos vidin nicodemus tismana dimitar of kratovo marko ki references novakovi narodna tradicija ka istorija otad bina knj arhiepiskopa radovi danila knji br pavlovi ii evni beograd lj itija kraljeva arhiepiskopa srpskih od arhiepiskopa danila drugih glas sa cvi radoj arhiepiskopu danila ii predgovor njegovim nastavlja arhiepiskopa ima kraljeva srpskih prevodu beograd str xxix ka anin danilov nastavlja srska knji srednjem beograd str th-century serbian writers serbian clergy from the people serbian people from empire prizren kosovo serbs medieval scribes th-century eastern orthodox clergy th-century christian monks serbian monks serbian people associated with hilandar monastery,medium
6637,Mars & Mystre,geography_places,one robbins and of are mystre mystre mars mars newman san francisco's trance cybertrance parties the original mixtapes mars vs in from and raves pair the were released around to and around san francisco the announcements for these rave underground parties raves on were mailing list bulletin stored by board brian mainstream success to spreading the sound of cybertrance mars success trance to movement store first the opened the dedicated of frequency would go on to his international record label in of organization event and same the name released and their best selling two cd compilation album faith in the artists tracks included trance of like tandu by dj fifteen and atb mystre included several tracks that frequency they produced such electric inch save vinyl eye blue the on in released on their record label frequency worked with germany's nostrum bernd also augustinski in under with the eye nostrum collaborated on the red rock project on track called ways shortly after they the of embarked parted ways release faith and in on career the record located on haight street briefly changed newman mystre by reverb before and records eric mystre to red run going out business before the frequency shut down location in year the the near of store in angeles only but or so there was also store on broadway run in seattle's vs mars select vol mystre in vs faith hill albums alienaided- mars sonic mars singles electric blue produced oliver lieb official groups links djs trance external electronic djs music music,hard
